Client,Description,Date,Numero-de-classement
SGBS,DE REPONSES AVOCATS 1/1,31/12/2017,7341
SGS,DE INTERIM & PREFINAL 1/1,31/12/2017,7342
SGS,DE JUSTIFS RAPPORT INTERIM CAC,2017,7343
SIAA,DE 1/1,31/12/2017,7344
SOCOPA0,DE PREFINAL 1/1,31/12/2017,7345
SOPELA,DE FINAL1/1,31/12/2017,7346
SORAM,DE FINAL 1/1,31/12/2017,7347
TCS,DE 1/1,31/12/2017,7348
TNS RMS,DE 1/1,31/12/2017,7349
TPD,DE 1/1,31/12/2017,7350
TRANSMED,DE INTERIM PREFINAL & FINAL 1/1,31/12/2017,7351
UBA SENEGAL,DE AGO DU 08 JUIN 2018,31/12/2017,7352
UBA,DE CA DU 09 FEVRIER,2017,7353
UBA SENEGAL,DE RAPPORTS DES COMITES DU CA REUNION DU 22 MARS 2018,31/12/2017,7354
UBA SENEGAL,DE CA DU 23 MARS 2018 1/1,31/12/2017,7355
UBA,DE CA DU 29 MARS 33EME REUNION,2017,7356
UBA SENEGAL,DE CA ET AGO,09/06/2017,7357
UBA,DE CA 35EME REUNION,2017,7358
UBA SENEGAL,DE DOSSIER DES COMITES DU CA,28/03/2017,7359
UBA SENEGAL,DE RAPPORTS DES COMITES DU CA REUNION DU CA DU 08 JUIN 2018,31/12/2017,7360
UBA SENEGAL,DE DOSSIER DES COMITES DU CA,08/06/2017,7361
UBA SENEGAL,DE RAPPORTS CES COMITES DU CA REUNION DU 12 AOUT 35EME SESSION,2017,7362
UBA,DE RAPPORTS DES COMITES DU CA REUNION DU 07 DECEMBRE 36EME SESSION,2017,7363
UBA,DE 1/1,31/12/2017,7364
UBA SN,DE REVUE LIMITEE 1/1,30/06/2017,7365
VINCI ENERGIES SENEGAL,DE 1/1,31/12/2017,7366
WAF,DE FINAL 1/1,31/12/2017,7367
WAFA ASSURANCE,DE FINAL 1/1,31/12/2017,7368
WAFACASH WEST AFRICA,DE 1/1,31/12/2017,7369
WAFACASH,DE REVUE LIMITEE 1/1,30/06/2017,7370
WAVE SENEGAL SAU,DE 1/1,31/12/2017,7371
WOODSIDE,DE,2016-2017,7372
YUP MANAGEMENT,DE REVUE LIMITEE 1/1,30/06/2017,7373
YUP MANAGEMENT,DE INTERIM & FINAL 1/1,31/12/2017,7374
YUP SENEGAL,DE FINAL 1/1,31/12/2017,7375
YUP SENEGAL,DE REVUE LIMITEE 1/1,30/06/2017,7376
ATALAS GAMBIE,DE REVUE LIMITEE,2018,7377
ATOS,DE FINAL 1/1,31/12/2018,7378
ARENA,DE 1/1,31/12/2018,7379
ANTRAK,DE FINAL 1/1,31/12/2018,7380
AFRICASHOP,DE 1/1,31/12/2018,7381
BOLLORE,DE 2/2,31/12/2018,7382
BOLLORE,DE 1/2,31/12/2018,7383
BICIS,DE PREFINAL 1/1,31/10/2018,7384
BICIS,DE INTERIM 1/1,31/12/2018,7385
BICIS,DE REVUE LIMITEE 1/1,31/06/2018,7386
CFAO SENEGAL,DE REVUE LIMITEE 1/1,30/03/2018,7387
CFAO SENEGAL,DE INTERIM 1/1,31/12/2018,7388
CANAL + SENEGAL,DE INTERIM & PREFINAL,31/12/2018,7389
CFAO TECHNOLOGIES,DE INTERIM & FINAL 1/1,31/12/2018,7390
CNOOOC,DE 1/1,31/12/2018,7391
CMEC SENEGAL,DE FINAL 1/1,31/12/2018,7392
CREDIT INTERNATIONAL,DE 1/3,31/12/2018,7393
CREDIT INTERNATIONAL,DE 2/3,31/12/2018,7394
CREDIT INTERNATIONAL,DE 3/3,31/12/2018,7395
DAKAR CATERING,DE 1/1,31/12/2018,7396
DAKAR TERMINAL,DE 1/1,31/12/2018,7397
DANGOTE CEMENT SENEGAL,DE 1/1,31/12/2018,7398
DKT,DE 1/1,31/12/2018,7399
ECOBANK GUINEE BISSAU,DE 1/1,30/06/2018,7400
EGW,DE 1/1,31/12/2018,7401
EL MASA,DE 1/1,31/12/2018,7402
FAR SENEGAL DJIFERE,DE 1/1,31/12/2018,7403
FAR SENEGAL 1,DE 1/1,31/12/2018,7404
FAR SENEGAL RSSD,DE 1/1,31/12/2018,7405
GCO,DE PREFINAL,2018,7406
GCO,DE INTERIM & PREFINAL 1/1,31/12/2018,7407
HAVAS MEDIA,DE INTERIM &PREFINAL 1/1,31/12/2018,7408
ICS,DE VS 1/1,31/12/2018,7409
IKAGEL,DE 1/1,31/12/2018,7410
KFW,DE 1/1,31/05/2018,7411
KTM ADVANCE,DE,2018,7412
LABOREX,DE FINAL 1/1,31/12/2018,7413
VINCI ENERGIES SENEGAL,DE CAC 1/1,31/12/2018,7414
LABOREX,DE REVUE LIMITEE 1,31/03/2018,7415
LASA,DE 1/1,31/12/2018,7416
LE CREDIT INTERNATIONAL,DE FINAL 1/1,30/06/2018,7417
LOXEA,DE INTERIM & PREFINAL 1/1,31/12/2018,7418
LDC,DE INTERIM 1/1,31/12/2018,7419
MICROSOFT,DE 1/1,31/12/2018,7420
MSC,DE,2018,7421
MSC,DE PREFINAL FINAL 1/1,31/12/2018,7422
MILVIK SA,DE 1/1,31/12/2018,7423
NEUROTECH,DE FINAL 1,31/12/2018,7424
ORYX MALI,DE 1/1,31/12/2018,7425
ORYX MALI SA,DE 1/1,31/12/2018,7426
ORYX SENEGAL,DE 1/1,31/12/2018,7427
ORYX SENEGAL,DE VS 1/1,31/12/2018,7428
OXFAM,DE 1/1,31/12/2018,7429
PREMIUM,DE CAC 2 PS,2018,7430
PHILIA,DE,2018,7431
PREMIUM SN,DE,2018,7432
PREMIUM,DE 1/1,31/12/2018,7433
SENCA,DE 1/1,31/12/2018,7434
SENDISO,DE REVUE LIMITEE 1/1,30/06/2018,7435
SENDISO,DE REVUE LIMITEE 1/1,30/06/2018,7436
SENDISO,DE 1/1,31/12/2018,7437
SEREP,DE PROCEDURES CONVENUES 1,31/08/2018,7438
SENEGAL TOURS,DE FINAL 1/1,31/12/2018,7439
SENEGIM,DE FINAL 1/1,31/12/2018,7440
SGBS,DE 1/1,31/12/2018,7441
SHB,DE INTERIM FINAL 1/1,31/12/2018,7442
SIAA,DE FINAL 1/1,31/12/2018,7443
SCL,DE 1/1,31/12/2018,7444
SOCOPA0,DE FINAL 1/1,31/12/2018,7445
SORAM,DE 1/1,31/12/2018,7446
SOLEVO,DE FINAL 1/1,31/12/2018,7447
SPHU,DE INTERIM & FINAL 1/1,31/12/2018,7448
TCS,DE FINAL 1/1,31/12/2018,7449
TNS KANTAR,DE 1/1,31/12/2018,7450
TPD,DE 1/1,31/12/2018,7451
TRANSMED,DE 1/1,31/12/2018,7452
UBA,DE CA 1/1,31/12/2018,7453
UBA,DE FINAL 1/1,31/12/2018,7454
UBA,DE COMITE D'AUDIT 1/1,31/12/2018,7455
WAF,DE FINAL 1/1,31/12/2018,7456
WAFA ASSURANCES,DE PREFINAL & FINAL 1/1,31/12/2018,7457
WAFACASH WEST AFRICA,DE 1/1,31/12/2018,7458
WAVE,DE FINAL 1/1,31/12/2018,7459
YUP MANAGEMENT,DE FINAL 1/1,31/12/2018,7460
YUP SENEGAL,DE CAC 1/1,31/12/2018,7461
ATLAS GAMBIE,DE INTERIM PREFINAL FINAL 1/1,31/12/2019,7462
BOLLORE,DE INTERIM PREFINAL 1/2,31/12/2019,7463
CDS,DE,2019,7464
CFAO SENEGAL,DE REVUE LIMITEE 1/1,31/03/2019,7465
CREDIT DU SENEGAL,DE REVUE LIMITEE 1/1,30/06/2019,7466
DANGOTE CEMENT SENEGAL,DE FINAL 1/1,31/12/2019,7467
GCO,DE 1/1,30/06/2019,7468
GCO,DE INTERIM PREFINAL FINAL 1/1,31/12/2019,7469
LDC,DE FINAL 1/1,31/12/2019,7470
ORYX MALI,DE,2019,7471
ORYX SENEGAL,DE FINAL 1,31/12/2019,7472
SGS,DE,2019,7473
SHB,DE ATTESTATION SUR LES INFORMATIONS FINANCIERES 1/1,31/12/2019,7474
LABOREX,DE REVUE LIMITEE 1/1,31/03/2019,7475
SGS,DE REVUE LIMITEE 1/1,30/06/2019,7476
SODEXAL,DE,2019,7477
TERMINAL PETROLIER,DE FINAL 1/1,31/12/2019,7478
UBA,DE RAPPORTS DES COMPTES DU CA REUNION DU 09 DECEMBRE + REUNION DU CA DU 10 DECEMBRE 44EME SESSION,2019,7479
UBA,DE RAPPORTS DES COMPTES DU CA 42EME SESSION,2019,7480
UBA,DE RAPPORTS DES COMITES DU CA REUNION DU 29 AOUT,2019,7481
WAFACASH WEST AFRICA,DE 1/1,30/06/2019,7482
AMSA,DE CA DU MERCREDI 20 MAI,2020,7483
AMSA,DE CA DU 22 MAI,2020,7484
BICIS,DE 1/1,31/12/2020,7485
CBAO,DE 1/1,31/12/2020,7486
GCO,DE 1/1,31/12/2020,7487
CIS,DE 1/1,31/12/2020,7488
UBA,DE CA,2020,7489
WAFACASH,DE CA,2020,7490
CREDIT DU SENEGAL,DE 1/1,30/06/2020,7491
UBA,DE RAPPORTS DES COMPTES DU CA REUNION DU 10 MARS + REUNION CA DU 11 MARS 45EME SESSION,2020,7492
WAFACASH,DE CA,2020,7493
WTW CONSULTING,DE 1/1,31/12/2020,7494
CBAO,DE CA DU 16 FEVRIER 1/1,2021,7495
WAFACASH,DE COMITE D'AUDIT,2021,7496
GCO,DE REC.,OCTOBRE/2012,7497
GCO,DE REC. COPIES,NOVEMBER 2013,7498
GCO,DE COPIES AUDITEURS,2015,7499
GCO,DE COPIES AUDITEURS,2015,7500
BIA,DE,2013,7501
SAIF MANKO,DE,2012 - 2013,7502
TATA AFRICA SENEGAL,DE,2012,7503
